ID,Tahun Kelahiran,Kelas Pekerjaan,fnlwgt,Pendidikan,Jenjang Pendidikan,Status,Pekerjaan,Hubungan,Etnis,sex,pendapatan,pengeluaran,hours per week,Asal Negara,jumlah_anak,income
14394,2004,Swasta,211293,Diploma,Kuliah,Belum-menikah,Sales,Punya Anak,2,Female,0,0,14,United-States,0,<=50K
14395,1988,Pemerintah daerah,191161,Diploma,Kuliah,Menikah,Layanan Perlindungan,Suami,1,Male,0,0,57,United-States,1,>50K
14396,1987,Swasta,189382,Asosiasi vokasional,vokasi Grad_2,Belum-menikah,Administratif dan Kantor,Punya Anak,1,Female,0,0,38,United-States,0,<=50K
14397,2007,,634226,kelas 10,SMA_1,Belum-menikah,,Punya Anak,1,Female,0,0,17,United-States,0,<=50K
14398,1973,Swasta,290856,SMA Grad,SMA Grad,Menikah,Administratif dan Kantor,Suami,1,Male,0,0,40,United-States,3,>50K
14399,1996,Swasta,139568,kelas 11,SMA_2,Belum-menikah,Administratif dan Kantor,Tidak dalam Keluarga,1,Male,0,0,40,United-States,0,<=50K
14400,1994,Swasta,329425,Diploma,Kuliah,Belum-menikah,Layanan Perlindungan,Punya Anak,1,Male,0,0,48,United-States,0,<=50K
14401,1993,Swasta,382368,kelas 11,SMA_2,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,3,<=50K
14402,1983,Swasta,126076,Diploma,Kuliah,Cerai,Pekerjaan Kerajinan,Tidak dalam Keluarga,1,Female,0,0,50,United-States,1,<=50K
14403,2006,Swasta,156764,kelas 11,SMA_2,Belum-menikah,Layanan Lainnya,Punya Anak,1,Male,0,0,40,United-States,0,<=50K
14404,1997,Pemerintah negara,291196,Sarjana,Sarjana,Belum-menikah,Spesialis Profesional,Tidak dalam Keluarga,2,Male,0,0,40,United-States,0,<=50K
14405,1995,Swasta,213692,Diploma,Kuliah,Belum-menikah,Pekerjaan Kerajinan,Punya Anak,1,Male,0,0,45,United-States,0,<=50K
14406,2007,Swasta,216086,kelas 11,SMA_2,Belum-menikah,Layanan Lainnya,Punya Anak,1,Female,0,0,30,United-States,0,<=50K
14407,1977,Swasta,198769,Diploma,Kuliah,Belum-menikah,Administratif dan Kantor,Tidak dalam Keluarga,1,Female,0,0,40,United-States,0,>50K
14408,2002,,120572,Diploma,Kuliah,Belum-menikah,,Punya Anak,1,Female,0,0,40,United-States,0,<=50K
14409,1983,Swasta,149102,SMA Grad,SMA Grad,Belum-menikah,Transportasi dan Pengangkutan,Tidak dalam Keluarga,1,Male,0,0,40,Poland,0,<=50K
14410,1996,Pengusaha perorangan,282398,SMA Grad,SMA Grad,Cerai,Pekerjaan Kerajinan,Tidak dalam Keluarga,1,Male,0,0,35,United-States,3,<=50K
14411,1970,Swasta,135803,Sarjana,Sarjana,Menikah,Eksekutif Manager,Suami,3,Male,15024,0,60,South,3,>50K
14412,2002,Swasta,103440,SMA Grad,SMA Grad,Belum-menikah,Layanan Lainnya,Tidak dalam Keluarga,1,Female,0,0,24,United-States,0,<=50K
14413,1998,Swasta,152452,Sarjana,Sarjana,Menikah,Dukungan Teknis,Suami,1,Male,0,0,50,United-States,1,<=50K
14414,1971,Swasta,88725,SMA Grad,SMA Grad,Belum-menikah,Pekerjaan Kerajinan,Tidak dalam Keluarga,5,Female,0,0,40,?,0,<=50K
14415,1988,Pengusaha berbadan hukum,164866,Asosiasi akademik,vokasi Grad_1,Rencana Cerai,Eksekutif Manager,Tidak dalam Keluarga,1,Male,0,0,50,United-States,1,<=50K
14416,1973,Swasta,145409,Diploma,Kuliah,Menikah,Pekerjaan Kerajinan,Suami,1,Male,3103,0,48,United-States,0,>50K
14417,2002,Pengusaha perorangan,108506,Asosiasi vokasional,vokasi Grad_2,Belum-menikah,Pertanian dan Perikanan,Tidak dalam Keluarga,4,Male,0,0,75,United-States,0,<=50K
14418,1979,Pengusaha berbadan hukum,36228,Sarjana,Sarjana,Menikah,Pertanian dan Perikanan,Suami,1,Male,4386,0,35,United-States,0,>50K
14419,1960,Pengusaha perorangan,47462,Diploma,Kuliah,Belum-menikah,Spesialis Profesional,Tidak dalam Keluarga,1,Female,0,0,35,United-States,0,<=50K
14420,1975,Pemerintah negara,122066,Magister,Magister,Menikah,Spesialis Profesional,Suami,1,Male,0,0,45,United-States,0,>50K
14421,1980,Pemerintah negara,33658,Magister,Magister,Menikah,Spesialis Profesional,Suami,1,Male,7688,0,50,United-States,3,>50K
14422,1972,Pemerintah pusat,279337,SMA Grad,SMA Grad,Menikah,Administratif dan Kantor,Suami,1,Male,0,0,40,United-States,1,<=50K
14423,1986,Swasta,107303,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,0,<=50K
14424,1975,Swasta,163229,SMA Grad,SMA Grad,Cerai,Pekerjaan Kerajinan,Tidak dalam Keluarga,1,Male,0,0,50,United-States,1,<=50K
14425,1991,Swasta,194901,SMA Grad,SMA Grad,Belum-menikah,Pekerjaan Kerajinan,Tidak dalam Keluarga,1,Male,0,0,45,United-States,0,<=50K
14426,1983,Swasta,107584,Diploma,Kuliah,Rencana Cerai,Transportasi dan Pengangkutan,Tidak dalam Keluarga,1,Male,0,0,35,United-States,1,<=50K
14427,1983,Pengusaha perorangan,29762,Diploma,Kuliah,Menikah,Pertanian dan Perikanan,Suami,1,Male,5013,0,70,United-States,2,<=50K
14428,1969,Swasta,164332,SMA Grad,SMA Grad,Rencana Cerai,Layanan Lainnya,Tidak dalam Keluarga,1,Female,0,0,16,United-States,2,<=50K
14429,1984,Swasta,242521,Asosiasi vokasional,vokasi Grad_2,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,2,>50K
14430,1994,Swasta,116138,Sarjana,Sarjana,Belum-menikah,Eksekutif Manager,Tidak dalam Keluarga,1,Male,27828,0,60,United-States,0,>50K
14431,1981,Pengusaha berbadan hukum,155293,Sarjana,Sarjana,Menikah,Sales,Suami,1,Male,0,0,60,United-States,0,>50K
14432,2004,Swasta,164219,SMA Grad,SMA Grad,Belum-menikah,Pengelola Kebersihan,Punya Anak,1,Male,0,0,45,United-States,0,<=50K
14433,1967,Pemerintah daerah,52267,SMA Grad,SMA Grad,Menikah,Transportasi dan Pengangkutan,Suami,1,Male,0,0,72,United-States,1,<=50K
14434,1987,Pengusaha perorangan,203828,SMA Grad,SMA Grad,Menikah,Sales,Suami,1,Male,0,0,45,United-States,2,<=50K
14435,1970,Pengusaha perorangan,136224,Magister,Magister,Cerai,Spesialis Profesional,Tidak dalam Keluarga,1,Female,0,0,30,United-States,0,<=50K
14436,1977,Swasta,72880,Magister,Magister,Belum-menikah,Spesialis Profesional,Tidak dalam Keluarga,1,Female,0,0,40,United-States,0,<=50K
14437,1953,Pengusaha perorangan,172046,kelas 7-8,SMP_1,Menikah,Pertanian dan Perikanan,Suami,1,Male,0,0,50,United-States,1,<=50K
14438,1973,Swasta,194097,SMA Grad,SMA Grad,Menikah,Layanan Perlindungan,Suami,1,Male,0,0,40,United-States,1,<=50K
14439,1997,Swasta,97490,Diploma,Kuliah,Cerai,Pekerjaan Kerajinan,Belum Menikah,1,Female,0,0,40,United-States,3,<=50K
14440,1986,Swasta,179117,Asosiasi akademik,vokasi Grad_1,Belum-menikah,Inspeksi dan Operasi Mesin,Tidak dalam Keluarga,2,Female,10520,0,50,United-States,0,>50K
14441,2004,Swasta,196745,Diploma,Kuliah,Belum-menikah,Layanan Lainnya,Punya Anak,1,Female,594,0,16,United-States,0,<=50K
14442,1972,Pemerintah pusat,30731,SMA Grad,SMA Grad,Menikah,Eksekutif Manager,Suami,1,Male,7298,0,40,United-States,2,>50K
14443,1980,Swasta,175943,Sarjana,Sarjana,Menikah,Spesialis Profesional,Istri,1,Female,0,0,20,United-States,2,<=50K
14444,2002,Pemerintah pusat,146538,SMA Grad,SMA Grad,Belum-menikah,Administratif dan Kantor,Punya Anak,1,Male,0,0,40,United-States,0,<=50K
14445,1999,Swasta,148300,Diploma,Kuliah,Belum-menikah,Layanan Lainnya,Punya Anak,1,Female,0,0,35,United-States,0,<=50K
14446,1980,Pengusaha berbadan hukum,116358,Sarjana,Sarjana,Menikah,Sales,Suami,3,Male,0,0,50,?,3,>50K
14447,1984,Swasta,145441,Sarjana,Sarjana,Menikah,Spesialis Profesional,Suami,1,Male,0,0,40,United-States,3,>50K
14448,1989,Swasta,149347,Diploma,Kuliah,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,45,United-States,0,<=50K
14449,1975,Pemerintah daerah,223342,Diploma,Kuliah,Cerai,Administratif dan Kantor,Tidak dalam Keluarga,1,Female,0,0,44,United-States,1,<=50K
14450,1991,Swasta,126950,SMA Grad,SMA Grad,Menikah,Transportasi dan Pengangkutan,Suami,1,Male,0,0,60,United-States,3,<=50K
14451,1997,Swasta,81540,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,2,>50K
14452,1987,Swasta,224566,SMA Grad,SMA Grad,Belum-menikah,Pekerjaan Kerajinan,Belum Menikah,1,Male,0,0,40,United-States,0,<=50K
14453,1968,Swasta,182460,SMA Grad,SMA Grad,Menikah,Pengelola Kebersihan,Suami,1,Male,0,0,40,United-States,0,>50K
14454,1952,,213255,SMA Grad,SMA Grad,Duda/Janda,,Tidak dalam Keluarga,1,Female,0,0,8,United-States,3,<=50K
14455,1981,Swasta,598606,kelas 9,SMP_2,Rencana Cerai,Pengelola Kebersihan,Belum Menikah,2,Female,0,0,50,United-States,0,<=50K
14456,1988,Pemerintah daerah,224947,Sarjana,Sarjana,Belum-menikah,Spesialis Profesional,Belum Menikah,1,Male,0,0,40,United-States,0,<=50K
14457,1975,Pengusaha berbadan hukum,257764,SMA Grad,SMA Grad,Cerai,Eksekutif Manager,Belum Menikah,1,Female,0,0,40,United-States,2,<=50K
14458,1975,Pemerintah pusat,94754,Magister,Magister,Menikah,Administratif dan Kantor,Suami,1,Male,0,0,40,United-States,2,>50K
14459,1984,Pengusaha berbadan hukum,191429,Proffesor,Doktor,Menikah,Spesialis Profesional,Suami,1,Male,15024,0,40,United-States,3,>50K
14460,1985,Swasta,80004,SMA Grad,SMA Grad,Menikah,Pengelola Kebersihan,Suami,1,Male,0,0,40,United-States,2,<=50K
14461,1972,Swasta,153751,kelas 9,SMP_2,Rencana Cerai,Layanan Lainnya,Tidak dalam Keluarga,2,Female,0,0,30,United-States,2,<=50K
14462,1956,Swasta,223851,SMA Grad,SMA Grad,Menikah,Administratif dan Kantor,Suami,1,Male,0,0,24,United-States,3,<=50K
14463,2006,Swasta,92008,SMA Grad,SMA Grad,Belum-menikah,Pengelola Kebersihan,Kerabat,1,Female,0,0,28,United-States,0,<=50K
14464,1997,Swasta,236246,Asosiasi akademik,vokasi Grad_1,Menikah,Eksekutif Manager,Suami,1,Male,0,0,40,United-States,2,<=50K
14465,2004,Swasta,141481,kelas 11,SMA_2,Menikah,Sales,Kerabat,1,Female,0,0,50,United-States,1,<=50K
14466,2006,Swasta,127388,kelas 12,SMA_3,Belum-menikah,Layanan Lainnya,Tidak dalam Keluarga,1,Female,0,0,25,United-States,0,<=50K
14467,2003,Swasta,256356,kelas 11,SMA_2,Belum-menikah,Pembantu Rumah Tangga,Kerabat,1,Female,0,0,40,Mexico,0,<=50K
14468,1997,Pemerintah daerah,85918,Sarjana,Sarjana,Menikah,Layanan Perlindungan,Suami,1,Male,0,0,68,United-States,2,<=50K
14469,1998,Swasta,463194,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,3,<=50K
14470,1985,Swasta,28572,SMA Grad,SMA Grad,Cerai,Layanan Lainnya,Tidak dalam Keluarga,1,Male,0,0,40,United-States,2,<=50K
14471,2006,Swasta,83451,SMA Grad,SMA Grad,Belum-menikah,Layanan Lainnya,Punya Anak,1,Female,0,0,30,United-States,0,<=50K
14472,1991,Swasta,176711,SMA Grad,SMA Grad,Belum-menikah,Administratif dan Kantor,Tidak dalam Keluarga,1,Male,0,0,40,United-States,0,<=50K
14473,1969,Pengusaha berbadan hukum,298449,Sarjana,Sarjana,Menikah,Eksekutif Manager,Suami,1,Male,0,2415,50,United-States,3,>50K
14474,1976,Swasta,95244,Diploma,Kuliah,Cerai,Layanan Lainnya,Belum Menikah,2,Female,0,0,35,United-States,1,<=50K
14475,1987,Pengusaha perorangan,111129,Diploma,Kuliah,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,45,United-States,0,<=50K
14476,2003,Swasta,225823,Diploma,Kuliah,Belum-menikah,Administratif dan Kantor,Tidak dalam Keluarga,1,Female,0,0,40,United-States,0,<=50K
14477,1980,Pengusaha perorangan,218653,Sarjana,Sarjana,Cerai,Pekerjaan Kerajinan,Punya Anak,1,Male,0,0,40,United-States,0,<=50K
14478,1983,Swasta,107276,Asosiasi vokasional,vokasi Grad_2,Belum-menikah,Spesialis Profesional,Tidak dalam Keluarga,1,Female,0,0,45,United-States,0,<=50K
14479,1978,Swasta,336984,SMA Grad,SMA Grad,Belum-menikah,Pengelola Kebersihan,Punya Anak,1,Male,0,0,17,United-States,0,<=50K
14480,1990,Swasta,230246,Sarjana,Sarjana,Menikah,Spesialis Profesional,Suami,1,Male,0,0,42,United-States,1,>50K
14481,1972,Swasta,168381,SMA Grad,SMA Grad,Duda/Janda,Layanan Lainnya,Belum Menikah,3,Female,0,0,40,India,2,>50K
14482,1967,Swasta,141570,Magister,Magister,Menikah,Eksekutif Manager,Suami,2,Male,0,1977,40,United-States,2,>50K
14483,1984,Swasta,360884,Diploma,Kuliah,Menikah,Administratif dan Kantor,Istri,1,Female,7298,0,40,United-States,3,>50K
14484,2006,Swasta,89419,SMA Grad,SMA Grad,Belum-menikah,Dukungan Teknis,Punya Anak,1,Female,0,0,10,United-States,0,<=50K
14485,1995,Pengusaha berbadan hukum,266070,Sarjana,Sarjana,Cerai,Spesialis Profesional,Tidak dalam Keluarga,1,Female,0,0,80,United-States,0,<=50K
14486,2004,Swasta,190227,Magister,Magister,Belum-menikah,Eksekutif Manager,Punya Anak,1,Male,0,0,25,United-States,0,<=50K
14487,2004,Swasta,234880,Diploma,Kuliah,Belum-menikah,Sales,Punya Anak,1,Female,0,0,30,United-States,0,<=50K
14488,1972,Swasta,176134,SMA Grad,SMA Grad,Menikah,Inspeksi dan Operasi Mesin,Suami,2,Male,0,0,48,United-States,1,<=50K
14489,1994,Swasta,117393,SMA Grad,SMA Grad,Belum-menikah,Sales,Tidak dalam Keluarga,1,Female,0,0,40,United-States,0,<=50K
14490,2005,,26620,Diploma,Kuliah,Belum-menikah,,Punya Anak,1,Female,0,0,40,United-States,0,<=50K
14491,1981,Swasta,195212,Sarjana,Sarjana,Menikah,Eksekutif Manager,Istri,2,Female,0,0,40,?,1,<=50K
14492,1976,Swasta,247895,Sarjana,Sarjana,Menikah,Eksekutif Manager,Suami,2,Male,0,0,40,United-States,0,>50K
14493,1965,Swasta,61885,kelas 12,SMA_3,Cerai,Transportasi dan Pengangkutan,Kerabat,2,Male,0,0,35,United-States,0,<=50K
14494,1965,Swasta,118358,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,3,>50K
14495,2001,Swasta,308498,Diploma,Kuliah,Belum-menikah,Pekerjaan Kerajinan,Punya Anak,1,Male,0,0,15,United-States,0,<=50K
14496,1998,Swasta,53598,Diploma,Kuliah,Belum-menikah,Administratif dan Kantor,Tidak dalam Keluarga,1,Female,0,0,40,United-States,0,<=50K
14497,2003,Swasta,189888,SMA Grad,SMA Grad,Belum-menikah,Pengelola Kebersihan,Tidak dalam Keluarga,1,Male,3325,0,60,United-States,0,<=50K
14498,1975,Swasta,134797,Diploma,Kuliah,Cerai,Administratif dan Kantor,Tidak dalam Keluarga,1,Male,0,0,40,United-States,0,<=50K
14499,1990,Swasta,112139,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,2,<=50K
14500,1966,Swasta,33725,Magister,Magister,Cerai,Spesialis Profesional,Tidak dalam Keluarga,1,Male,0,0,20,United-States,3,<=50K
14501,1988,Pengusaha perorangan,245090,Sarjana,Sarjana,Belum-menikah,Pertanian dan Perikanan,Tidak dalam Keluarga,1,Male,0,0,50,Mexico,0,<=50K
14502,1980,Swasta,104196,Magister,Magister,Menikah,Eksekutif Manager,Suami,1,Male,0,0,45,United-States,0,>50K
14503,1963,Swasta,183355,SMA Grad,SMA Grad,Menikah,Administratif dan Kantor,Suami,1,Male,0,0,40,United-States,3,>50K
14504,2006,Swasta,242615,Diploma,Kuliah,Belum-menikah,Administratif dan Kantor,Punya Anak,1,Female,0,0,15,United-States,0,<=50K
14505,1976,Swasta,210424,SMA Grad,SMA Grad,Rencana Cerai,Administratif dan Kantor,Belum Menikah,1,Female,914,0,40,United-States,0,<=50K
14506,1978,Swasta,269652,Diploma,Kuliah,Menikah,Pekerjaan Kerajinan,Suami,1,Male,4386,0,38,United-States,3,>50K
14507,1989,Swasta,491000,Asosiasi vokasional,vokasi Grad_2,Cerai,Spesialis Profesional,Punya Anak,2,Male,0,0,40,United-States,1,<=50K
14508,2002,Swasta,207940,Diploma,Kuliah,Belum-menikah,Pengelola Kebersihan,Punya Anak,1,Female,0,0,36,United-States,0,<=50K
14509,1975,Pemerintah daerah,358668,Doktor,Proffesor,Menikah,Spesialis Profesional,Suami,1,Male,0,0,45,United-States,3,>50K
14510,1989,Swasta,410034,Diploma,Kuliah,Cerai,Sales,Tidak dalam Keluarga,1,Male,0,0,50,United-States,2,<=50K
14511,1970,Pengusaha perorangan,46704,SMA Grad,SMA Grad,Menikah,Pertanian dan Perikanan,Suami,1,Male,0,0,60,United-States,2,>50K
14512,1972,Pengusaha berbadan hukum,415037,Diploma,Kuliah,Cerai,Eksekutif Manager,Tidak dalam Keluarga,1,Male,0,0,65,United-States,2,>50K
14513,1997,Pengusaha perorangan,70657,Diploma,Kuliah,Belum-menikah,Pekerjaan Kerajinan,Tidak dalam Keluarga,1,Male,0,0,35,United-States,0,<=50K
14514,2006,Swasta,148644,SMA Grad,SMA Grad,Belum-menikah,Sales,Punya Anak,1,Female,0,0,28,United-States,0,<=50K
14515,1996,Swasta,22422,SMA Grad,SMA Grad,Belum-menikah,Transportasi dan Pengangkutan,Belum Menikah,1,Male,0,0,55,United-States,0,<=50K
14516,1973,Pengusaha perorangan,20795,Diploma,Kuliah,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,1,<=50K
14517,1970,Swasta,223660,SMA Grad,SMA Grad,Menikah,Eksekutif Manager,Suami,1,Male,0,0,55,United-States,3,>50K
14518,2000,Swasta,210029,SMA Grad,SMA Grad,Belum-menikah,Administratif dan Kantor,Tidak dalam Keluarga,1,Female,0,2001,37,United-States,0,<=50K
14519,1972,Swasta,89041,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,0,<=50K
14520,2003,Swasta,119704,Diploma,Kuliah,Belum-menikah,Sales,Belum Menikah,1,Female,0,0,35,United-States,0,<=50K
14521,1996,Swasta,110981,Diploma,Kuliah,Belum-menikah,Layanan Lainnya,Tidak dalam Keluarga,1,Male,0,0,40,United-States,0,<=50K
14522,1984,Swasta,266084,Diploma,Kuliah,Cerai,Pekerjaan Kerajinan,Kerabat,1,Male,0,0,50,United-States,2,<=50K
14523,1984,Pemerintah daerah,99679,Proffesor,Doktor,Belum-menikah,Eksekutif Manager,Tidak dalam Keluarga,1,Male,0,0,60,United-States,0,>50K
14524,1975,Pemerintah daerah,349633,Magister,Magister,Menikah,Spesialis Profesional,Istri,1,Female,0,0,50,United-States,0,>50K
14525,1990,Swasta,108116,Sarjana,Sarjana,Menikah,Spesialis Profesional,Suami,1,Male,0,0,50,United-States,0,>50K
14526,1999,Swasta,106491,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,48,United-States,0,<=50K
14527,1982,Swasta,46221,Doktor,Proffesor,LDM,Layanan Lainnya,Tidak dalam Keluarga,1,Male,27828,0,60,?,0,>50K
14528,1995,Swasta,405177,kelas 10,SMA_1,Rencana Cerai,Sales,Belum Menikah,1,Female,0,0,40,United-States,1,<=50K
14529,2004,Pemerintah negara,39478,Diploma,Kuliah,Belum-menikah,Eksekutif Manager,Punya Anak,1,Male,0,0,54,United-States,0,<=50K
14530,1992,Swasta,141410,SMA Grad,SMA Grad,Menikah,Inspeksi dan Operasi Mesin,Suami,2,Male,0,0,40,United-States,0,<=50K
14531,1996,Swasta,606111,Doktor,Proffesor,Belum-menikah,Spesialis Profesional,Tidak dalam Keluarga,1,Female,0,0,60,Germany,0,>50K
14532,1969,Swasta,24694,Diploma,Kuliah,Cerai,Spesialis Profesional,Tidak dalam Keluarga,1,Female,0,0,40,United-States,1,<=50K
14533,1974,Swasta,99925,SMA Grad,SMA Grad,Menikah,Administratif dan Kantor,Suami,1,Male,0,0,32,United-States,0,<=50K
14534,1969,Swasta,130957,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,45,United-States,3,<=50K
14535,2004,Swasta,301199,Diploma,Kuliah,Belum-menikah,Layanan Lainnya,Punya Anak,1,Female,0,0,24,United-States,0,<=50K
14536,1991,Swasta,288398,Sarjana,Sarjana,Cerai,Administratif dan Kantor,Tidak dalam Keluarga,1,Female,0,0,45,United-States,0,<=50K
14537,1999,Swasta,361493,Sarjana,Sarjana,Belum-menikah,Sales,Tidak dalam Keluarga,1,Male,3325,0,40,United-States,0,<=50K
14538,1997,Swasta,130067,Diploma,Kuliah,Belum-menikah,Eksekutif Manager,Tidak dalam Keluarga,1,Female,0,0,65,United-States,0,<=50K
14539,1978,Pemerintah daerah,324561,Magister,Magister,Menikah,Spesialis Profesional,Istri,1,Female,0,0,45,United-States,0,>50K
14540,1973,Swasta,144084,SMA Grad,SMA Grad,Belum-menikah,Inspeksi dan Operasi Mesin,Punya Anak,1,Female,0,0,40,United-States,0,<=50K
14541,1997,Swasta,29807,SMA Grad,SMA Grad,Rencana Cerai,Pengelola Kebersihan,Belum Menikah,1,Female,0,0,40,Japan,1,<=50K
14542,1984,Swasta,212847,Diploma,Kuliah,Menikah,Inspeksi dan Operasi Mesin,Suami,1,Male,0,2179,40,United-States,0,<=50K
14543,1987,Pemerintah daerah,186035,Diploma,Kuliah,Menikah,Dukungan Teknis,Suami,1,Male,0,0,45,United-States,3,>50K
14544,1987,Pemerintah daerah,272471,SMA Grad,SMA Grad,Cerai,Administratif dan Kantor,Belum Menikah,1,Female,0,0,40,United-States,1,<=50K
14545,1982,Swasta,151408,Magister,Magister,Belum-menikah,Eksekutif Manager,Tidak dalam Keluarga,1,Female,14084,0,50,United-States,0,>50K
14546,1992,Swasta,202498,kelas 11,SMA_2,Menikah,Pengelola Kebersihan,Suami,1,Male,0,0,40,Columbia,3,<=50K
14547,1993,Swasta,263561,Magister,Magister,Menikah,Eksekutif Manager,Suami,1,Male,0,0,40,United-States,1,>50K
14548,1989,Swasta,56352,Asosiasi vokasional,vokasi Grad_2,Menikah,Layanan Lainnya,Suami,1,Male,0,0,40,Puerto-Rico,2,<=50K
14549,1995,Swasta,499197,Diploma,Kuliah,Menikah,Spesialis Profesional,Suami,1,Male,0,0,40,United-States,3,<=50K
14550,2007,,258872,kelas 11,SMA_2,Belum-menikah,,Punya Anak,1,Female,0,0,5,United-States,0,<=50K
14551,1978,Swasta,208067,SMA Grad,SMA Grad,Cerai,Pekerjaan Kerajinan,Kerabat,1,Male,0,0,40,United-States,3,<=50K
14552,1989,Swasta,58343,SMA Grad,SMA Grad,Menikah,Sales,Suami,1,Male,0,0,44,United-States,2,<=50K
14553,1993,Swasta,159979,Diploma,Kuliah,Belum-menikah,Sales,Tidak dalam Keluarga,3,Female,0,0,50,United-States,0,<=50K
14554,1959,Tanpa bayaran,27012,kelas 7-8,SMP_1,Duda/Janda,Pertanian dan Perikanan,Belum Menikah,1,Female,0,0,50,United-States,0,<=50K
14555,1988,Pemerintah negara,205555,Proffesor,Doktor,Cerai,Spesialis Profesional,Punya Anak,3,Female,0,0,40,Philippines,3,<=50K
14556,1997,Pemerintah daerah,162973,Asosiasi vokasional,vokasi Grad_2,Belum-menikah,Layanan Perlindungan,Tidak dalam Keluarga,1,Male,0,0,56,United-States,0,<=50K
14557,2002,Swasta,309178,SMA Grad,SMA Grad,Belum-menikah,Transportasi dan Pengangkutan,Punya Anak,1,Male,0,0,40,United-States,0,<=50K
14558,1967,Swasta,161097,SMA Grad,SMA Grad,Cerai,Sales,Tidak dalam Keluarga,1,Female,0,0,26,United-States,1,<=50K
14559,1966,Pemerintah pusat,81973,Diploma,Kuliah,Menikah,Dukungan Teknis,Suami,3,Male,0,1485,40,United-States,0,>50K
14560,2001,Swasta,227070,Diploma,Kuliah,Belum-menikah,Layanan Lainnya,Belum Menikah,1,Female,0,0,48,El-Salvador,0,<=50K
14561,1996,Swasta,315287,SMA Grad,SMA Grad,Belum-menikah,Administratif dan Kantor,Kerabat,2,Male,0,0,40,?,0,<=50K
14562,1990,Swasta,293703,Diploma,Kuliah,Menikah,Pekerjaan Kerajinan,Suami,3,Male,0,0,40,Philippines,1,<=50K
14563,1968,Swasta,298695,kelas 7-8,SMP_1,Menikah,Inspeksi dan Operasi Mesin,Suami,1,Male,0,0,48,United-States,0,<=50K
14564,1995,Swasta,78261,SMA Grad,SMA Grad,Menikah,Inspeksi dan Operasi Mesin,Suami,1,Male,0,0,40,United-States,1,<=50K
14565,1987,Swasta,326886,SMA Grad,SMA Grad,Menikah,Transportasi dan Pengangkutan,Suami,1,Male,0,0,40,United-States,3,<=50K
14566,1955,Swasta,174474,kelas 10,SMA_1,Rencana Cerai,Inspeksi dan Operasi Mesin,Tidak dalam Keluarga,1,Female,0,0,28,Peru,1,<=50K
14567,2005,Swasta,229756,SMA Grad,SMA Grad,Belum-menikah,Sales,Punya Anak,1,Male,0,0,50,United-States,0,<=50K
14568,1960,Swasta,391121,kelas 7-8,SMP_1,Menikah,Pertanian dan Perikanan,Suami,1,Male,0,0,40,United-States,2,>50K
14569,1986,Swasta,108907,SMA Grad,SMA Grad,Cerai,Pekerjaan Kerajinan,Tidak dalam Keluarga,1,Male,0,0,40,?,1,<=50K
14570,1978,Swasta,116952,kelas 7-8,SMP_1,Menikah,Spesialis Profesional,Istri,1,Female,0,0,45,United-States,3,<=50K
14571,1996,Swasta,215955,SMA Grad,SMA Grad,Menikah,Pekerjaan Kerajinan,Suami,1,Male,0,0,40,United-States,3,<=50K
14572,1983,Pemerintah daerah,103759,Diploma,Kuliah,Menikah,Transportasi dan Pengangkutan,Suami,1,Male,3942,0,40,United-States,2,<=50K
14573,1980,Pemerintah pusat,113597,Diploma,Kuliah,Menikah,Eksekutif Manager,Suami,1,Male,0,0,55,United-States,0,>50K
14574,1970,Swasta,421561,Magister,Magister,Menikah,Eksekutif Manager,Suami,1,Male,0,0,45,United-States,3,>50K
